Company,Inches,Cpu,Ram,Gpu,OpSys,SSD,Price
Lenovo,14,amd 3015ce,4gb,integrated graphics,No Os/ Linux,32gb emmc,614.77

Asus,15.6,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,279

Denver,14,intel celeron n4020,4gb,integrated graphics,No Os/ Linux,64gb flash + 256gb ssd,218.99

MSI,17.3,intel core i7-13700h,32gb,rtx 4060,No Os/ Linux,1tb ssd,1329

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

MSI,15.6,intel core i7-12700h,32gb,rtx3070ti,No Os/ Linux,1tb ssd,1104.05

Denver,15.6,intel celeron n4000,4gb,integrated graphics,No Os/ Linux,256gb ssd,218.99

HP,14,intel core i5-5300u,8gb,integrated graphics,No Os/ Linux,256gb ssd,257.45

Lenovo,14,amd ryzen 5 5500u,16gb,integrated graphics,No Os/ Linux,512gb ssd,808.99

Lenovo,15.6,amd ryzen 7 5800h,16gb,rtx3060,No Os/ Linux,1tb ssd,1269

MSI,15.6,intel core i7-1355u,16gb,integrated graphics,No Os/ Linux,1tb ssd,749

Asus,11.6,intel celeron n4500,4gb,integrated graphics,No Os/ Linux,64gb emmc,385.74

Asus,15.6,intel core i5-1235u,8gb,integrated graphics,No Os/ Linux,512gb ssd,487.99

MSI,14,amd ryzen 5 7530u,16gb,integrated graphics,No Os/ Linux,512gb ssd,598.99

Asus,15.6,intel core i5-1235u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i9-13980hx,64gb,rtx 4080,No Os/ Linux,2tb ssd,2948.6

Asus,17.3,intel celeron n4500,8gb,integrated graphics,No Os/ Linux,64gb emmc,299

Asus,15.6,amd ryzen 5 5500u,8gb,integrated graphics,No Os/ Linux,512gb ssd,499

Lenovo,15.6,amd ryzen 5 5625u,8gb,integrated graphics,No Os/ Linux,512gb ssd,473.99

Asus,14,intel core i5-1340p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1188.99

Asus,15.6,amd ryzen 7 7735hs,16gb,rtx 4060,No Os/ Linux,1tb ssd,1873.04

Lenovo,15.6,intel celeron n4020,4gb,integrated graphics,No Os/ Linux,128gb ssd,298.99

Primux,14,intel celeron n4000,4 gb,integrated graphics,No Os/ Linux,128gb ssd,148.99

Lenovo,14,intel core i5-6300u,8gb,integrated graphics,No Os/ Linux,256gb ssd,221.95

Lenovo,10.1,intel celeron n4000,4gb,integrated graphics,No Os/ Linux,64gb emmc,308.99

Lenovo,15.6,amd ryzen 7 5700u,8gb,integrated graphics,No Os/ Linux,512 gb ssd,459

Lenovo,15.6,amd ryzen 5 5600h,16 gb,integrated graphics,No Os/ Linux,512 gb ssd,779

Asus,15.6,amd ryzen 7 7735u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1072.38

Apple,13.3,m1,8gb,gpu hepta core,MacOs,256gb ssd,988.99

MSI,15.6,intel core i7-12650h,16gb,rtx 4050,No Os/ Linux,512gb ssd,1083.2

Asus,15.6,intel core i5-11400h,16gb,rtx 2050,No Os/ Linux,512gb ssd,699

Asus,15.6,intel core i5-1235u,8gb,integrated graphics,No Os/ Linux,512gb ssd,529

HP,12.5,intel core i5-6200u,8gb,integrated graphics,No Os/ Linux,256gb ssd,199.95

HP,15.6,intel core i5-12500h,16gb,rtx 3050,No Os/ Linux,512gb ssd,699

Samsung,14,intel celeron n4500,4gb,integrated graphics,No Os/ Linux,64gb emmc,329.99

Lenovo,15.6,intel core i5-12500h,16 gb,rtx3050,No Os/ Linux,512gb ssd,1029

Acer,15.6,intel core i7-12700h,32gb,rtx 4060,No Os/ Linux,1tb ssd,1262.63

HP,14,intel core i5-6200u,8gb,integrated graphics,No Os/ Linux,256gb ssd,238.17

Lenovo,14,intel core i5-8350u,16gb,integrated graphics,No Os/ Linux,256gb ssd,335.94

Lenovo,14,intel core i7-8550u,16gb,integrated graphics,No Os/ Linux,512gb ssd,614.99

Microsoft,10.5,intel core i3-10100y,8 gb,integrated graphics,No Os/ Linux,128gb ssd,859.2

Lenovo,15.6,intel core i3-n305,8gb,integrated graphics,No Os/ Linux,256gb ssd,407.04

Lenovo,15.6,intel celeron n4500,8gb,integrated graphics,No Os/ Linux,256gb ssd,302.93

HP,15.6,intel core i5-12500h,16gb,integrated graphics,No Os/ Linux,512gb ssd,649

Lenovo,15.6,intel core i5-1155g7,16 gb,integrated graphics,No Os/ Linux,512 gb ssd,599

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

Alurin,14.11,intel celeron n4020,8gb,integrated graphics,Windows,256gb ssd,339.9

Apple,13,intel core i5,8gb,integrated graphics,MacOs,256gb,549

MSI,15.6,amd ryzen 5 7530u,16gb,integrated graphics,No Os/ Linux,512gb ssd,559

HP,14,intel core i5-6200u,16gb,integrated graphics,No Os/ Linux,256gb ssd,259.69

HP,14,intel core i7-8550u,16gb,integrated graphics,No Os/ Linux,512gb ssd,398.99

Asus,15.6,intel core i5-11400h,16gb,rtx 2050,No Os/ Linux,512gb ssd,689

Lenovo,13.3,intel core i5-7200u,8gb,integrated graphics,No Os/ Linux,256gb ssd,399

Asus,15.6,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,350.01

Vanwin,11.6,intel celeron n4020c,8gb,integrated graphics,No Os/ Linux,256gb ssd,199.98

HP,16.1,intel core i7-12700h,16gb,rtx 3060,No Os/ Linux,512gb ssd,999

Medion,15.6,intel core i5-12450h,16gb,rtx 3050 ti,No Os/ Linux,512gb ssd,787.27

Dell,14,intel core i7-8665u,16gb,integrated graphics,No Os/ Linux,512gb ssd,499

Asus,15.6,intel core i5-11400h,16gb,rtx 3050,No Os/ Linux,512gb ssd,819

HP,14,intel core i5-6300u,16gb,integrated graphics,No Os/ Linux,512gb ssd,328.99

Asus,15.6,amd ryzen 5 7520u,8gb,radeon 610m,No Os/ Linux,512gb ssd,471.98

Vanwin,15.6,intel celeron n5095,16gb,integrated graphics,No Os/ Linux,512gb ssd,339.98

Vanwin,11.6,intel celeron n4020c,8gb,integrated graphics,No Os/ Linux,512gb ssd,239.99

MSI,15.6,intel core i7-12650h,16gb,rtx 3050,No Os/ Linux,1tb ssd,928.13

Asus,15.6,intel celeron n4500,8gb,integrated graphics,No Os/ Linux,64gb emmc,279

Asus,15.6,amd ryzen 9 6900hx,16gb,rtx 3050ti,No Os/ Linux,1tb ssd,2048.3

Medion,16.1,intel core i5-1135g7,8gb,integrated graphics,No Os/ Linux,512gb ssd,431.99

Prixton,14.1,intel celeron n4020,4gb,integrated graphics,No Os/ Linux,64gb emmc,169.94

MSI,17.3,intel core i7-13700h,32gb,rtx 4060,No Os/ Linux,1tb ssd,1470.16

HP,15.6,intel core i5-12450h,16gb,rtx 3050,No Os/ Linux,512gb ssd,898.99

MSI,16,intel core i9-13950hx,32gb,rtx 4080,No Os/ Linux,1tb ssd,2553.85

MSI,15.6,intel core i7-12650h,16gb,rtx 2050,No Os/ Linux,512gb ssd,769

HP,15.6,amd ryzen 5 5625u,16gb,integrated graphics,No Os/ Linux,512 gb ssd,724.99

Lenovo,15.6,intel core i5-1135g7,16 gb,integrated graphics,No Os/ Linux,512gb ssd,481.85

Razer,16,,fhd+ intel core i9-13950hx,rtx 4080,No Os/ Linux,32gb,3899

Vanwin,15.6,intel celeron n5095,24gb,integrated graphics,No Os/ Linux,512gb ssd,359.98

Lenovo,15.6,intel core i3-1115g4,8gb,integrated graphics,No Os/ Linux,256gb ssd,499.93

Lenovo,16,intel core i9-13900hx,32gb,rtx 4070,No Os/ Linux,1tb ssd,3985.77

MSI,17,intel core i9-13950hx,64gb,rtx 4070,No Os/ Linux,2tb ssd,2993.3

HP,13.3,intel core i5-7300u,16gb,integrated graphics,No Os/ Linux,256gb ssd,370.74

Asus,13.4,intel core i9-13900h,16gb,rtx4050,No Os/ Linux,1tb ssd,2408.75

Lenovo,16,intel core i9-13900hx,16gb,rtx 4060,No Os/ Linux,1tb ssd,1846.88

MSI,17,intel core i7-13700hx,32gb,rtx 4060,No Os/ Linux,1tb ssd,1893.66

Denver,10.1,atom x5-z8350,4gb,integrated graphics,No Os/ Linux,64gb emmc,169

HP,13.5,intel core i7-1365u,32gb,integrated graphics,No Os/ Linux,1tb ssd,2706.91

MSI,15.6,intel core i7-12700h,16gb,rtx 3070ti,No Os/ Linux,1tb ssd,1927.14

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

Microsoft,15,intel core i7-1255u,16gb,integrated graphics,No Os/ Linux,512gb ssd,2130.16

Asus,16,amd ryzen 9 6900hs,16gb,rtx 3060,No Os/ Linux,1tb ssd,1475.45

Apple,16,intel core i9,32gb,radeon pro 5500m,MacOs,2tb ssd,1658.99

Dell,16,intel core i7-1365u,32gb,integrated graphics,No Os/ Linux,1tb ssd,2361.06

MSI,15.6,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1825.55

Microsoft,15,intel core i7-1265u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1798.61

Asus,15.6,amd ryzen 7 5800h,32gb,rtx 3060,No Os/ Linux,1tb ssd,2499

Asus,15.6,intel core i7-12700h,16gb,rtx 3070 ti,No Os/ Linux,1tb ssd,2155.8

Apple,14.2,m1 pro,16gb,integrated graphics,MacOs,1tb ssd,2125

Apple,14.2,max,32gb,integrated graphics,MacOs,1tb ssd,3234.85

Gigabyte,16,intel core i7-13700h,16gb,rtx 4060,No Os/ Linux,1tb ssd,2269.69

Gigabyte,15.6,intel core i7-13700h,16gb,rtx 4060,No Os/ Linux,1tb ssd,1474.25

Gigabyte,17.3,intel core i7-10870h,32gb,rtx 3070,No Os/ Linux,512gb ssd,1538.95

HP,16,intel core i7-12700h,16gb,rtx 3060,No Os/ Linux,1tb ssd,4596.58

Lenovo,,intel core i7-11850h,16gb,rtx a2000,No Os/ Linux,512gb ssd,2568.99

Lenovo,14,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,2202.91

Lenovo,13.3,amd ryzen 7 pro 6850h,16gb,integrated graphics,No Os/ Linux,512gb ssd,1826.73

Microsoft,15,intel core i7-1265u,16gb,integrated graphics,No Os/ Linux,256gb ssd,1749.96

Asus,16,intel core i9-13980hx,32gb,rtx a3000,No Os/ Linux,1tb ssd,2805.51

Asus,16,intel core i9-13980hx,32gb,rtx a3000,No Os/ Linux,1tb ssd,2943.56

Apple,16.2,max,64gb,integrated graphics,MacOs,1tb ssd,3962.08

HP,15.6,intel core i7-12800h,16gb,integrated graphics,No Os/ Linux,512gb ssd,1795.53

Lenovo,16,intel core i7-13700h,16gb,rtx 4060,No Os/ Linux,512gb ssd,2163.93

Lenovo,14,intel core i7-1355u,32gb,integrated graphics,No Os/ Linux,1tb ssd,2308.24

Lenovo,14,intel core i7-1280p,16gb,integrated graphics,No Os/ Linux,1tb ssd,2135.63

MSI,17.3,amd ryzen 9 7945hx,32gb,rtx 4070,No Os/ Linux,1tb ssd,2265.65

MSI,15.6,intel core i7-11800h,32gb,rtx 3080,No Os/ Linux,1tb ssd,2006.75

MSI,16,intel core i7-13700h,32gb,rtx 4060,No Os/ Linux,1tb ssd,2312.17

MSI,16,intel core i9-12900hx,16gb,rtx 4080,No Os/ Linux,1tb ssd,2849

Microsoft,13,intel core i7-1255u,16gb,integrated graphics,No Os/ Linux,512gb ssd,2324.08

Microsoft,13,intel core i7-1255u,16gb,integrated graphics,No Os/ Linux,1tb ssd,2578.15

Razer,16,intel core i9-13950hx,32gb,rtx 4070,No Os/ Linux,1tb ssd,3261.5

Samsung,16,intel core i7-1360p,16 gb,integrated graphics,No Os/ Linux,512gb ssd,1923.75

Asus,16,intel core i7-12700h,32gb,rtx 3060,No Os/ Linux,1tb ssd,2379.75

Asus,17.3,amd ryzen9 7945hx,32gb,rtx 4080,No Os/ Linux,1tb ssd,4533.09

Apple,14.2,m1 pro,16gb,integrated graphics,MacOs,1tb ssd,2154.99

Acer,15.6,intel core i7-11800h,32gb,rtx a3000,No Os/ Linux,1tb ssd,2805.37

MSI,16,intel core i7-13700h,32gb,rtx 4060,No Os/ Linux,1tb ssd,2067.29

Microsoft,15,intel core i7-1255u,16gb,integrated graphics,No Os/ Linux,512gb ssd,2093.26

Microsoft,14.4,intel core i7-11370h,16gb,rtx 3050ti,No Os/ Linux,512gb ssd,2389.53

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

Alurin,14.11,intel celeron n4020,8gb,integrated graphics,Windows,256gb ssd,339.9

Apple,13,intel core i5,8gb,integrated graphics,MacOs,256gb,549

MSI,15.6,amd ryzen 5 7530u,16gb,integrated graphics,No Os/ Linux,512gb ssd,559

HP,14,intel core i5-6200u,16gb,integrated graphics,No Os/ Linux,256gb ssd,259.69

HP,14,intel core i7-8550u,16gb,integrated graphics,No Os/ Linux,512gb ssd,398.99

Asus,15.6,intel core i5-11400h,16gb,rtx 2050,No Os/ Linux,512gb ssd,689

Lenovo,13.3,intel core i5-7200u,8gb,integrated graphics,No Os/ Linux,256gb ssd,399

Asus,15.6,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,350.01

Vanwin,11.6,intel celeron n4020c,8gb,integrated graphics,No Os/ Linux,256gb ssd,199.98

HP,16.1,intel core i7-12700h,16gb,rtx 3060,No Os/ Linux,512gb ssd,999

Medion,15.6,intel core i5-12450h,16gb,rtx 3050 ti,No Os/ Linux,512gb ssd,787.27

Dell,14,intel core i7-8665u,16gb,integrated graphics,No Os/ Linux,512gb ssd,499

Asus,15.6,intel core i5-11400h,16gb,rtx 3050,No Os/ Linux,512gb ssd,819

HP,14,intel core i5-6300u,16gb,integrated graphics,No Os/ Linux,512gb ssd,328.99

Asus,15.6,amd ryzen 5 7520u,8gb,radeon 610m,No Os/ Linux,512gb ssd,471.98

Vanwin,15.6,intel celeron n5095,16gb,integrated graphics,No Os/ Linux,512gb ssd,339.98

Vanwin,11.6,intel celeron n4020c,8gb,integrated graphics,No Os/ Linux,512gb ssd,239.99

MSI,15.6,intel core i7-12650h,16gb,rtx 3050,No Os/ Linux,1tb ssd,928.13

Asus,15.6,intel celeron n4500,8gb,integrated graphics,No Os/ Linux,64gb emmc,279

Asus,15.6,amd ryzen 9 6900hx,16gb,rtx 3050ti,No Os/ Linux,1tb ssd,2048.3

Medion,16.1,intel core i5-1135g7,8gb,integrated graphics,No Os/ Linux,512gb ssd,431.99

Prixton,14.1,intel celeron n4020,4gb,integrated graphics,No Os/ Linux,64gb emmc,169.94

MSI,17.3,intel core i7-13700h,32gb,rtx 4060,No Os/ Linux,1tb ssd,1470.16

HP,15.6,intel core i5-12450h,16gb,rtx 3050,No Os/ Linux,512gb ssd,898.99

MSI,16,intel core i9-13950hx,32gb,rtx 4080,No Os/ Linux,1tb ssd,2553.85

MSI,15.6,intel core i7-12650h,16gb,rtx 2050,No Os/ Linux,512gb ssd,769

HP,15.6,amd ryzen 5 5625u,16gb,integrated graphics,No Os/ Linux,512 gb ssd,724.99

Lenovo,15.6,intel core i5-1135g7,16 gb,integrated graphics,No Os/ Linux,512gb ssd,481.85

Razer,16,,fhd+ intel core i9-13950hx,rtx 4080,No Os/ Linux,32gb,3899

Vanwin,15.6,intel celeron n5095,24gb,integrated graphics,No Os/ Linux,512gb ssd,359.98

Lenovo,15.6,intel core i3-1115g4,8gb,integrated graphics,No Os/ Linux,256gb ssd,499.93

Lenovo,16,intel core i9-13900hx,32gb,rtx 4070,No Os/ Linux,1tb ssd,3985.77

MSI,17,intel core i9-13950hx,64gb,rtx 4070,No Os/ Linux,2tb ssd,2993.3

HP,13.3,intel core i5-7300u,16gb,integrated graphics,No Os/ Linux,256gb ssd,370.74

Asus,13.4,intel core i9-13900h,16gb,rtx4050,No Os/ Linux,1tb ssd,2408.75

Lenovo,16,intel core i9-13900hx,16gb,rtx 4060,No Os/ Linux,1tb ssd,1846.88

MSI,17,intel core i7-13700hx,32gb,rtx 4060,No Os/ Linux,1tb ssd,1893.66

Denver,10.1,atom x5-z8350,4gb,integrated graphics,No Os/ Linux,64gb emmc,169

HP,13.5,intel core i7-1365u,32gb,integrated graphics,No Os/ Linux,1tb ssd,2706.91

MSI,15.6,intel core i7-12700h,16gb,rtx 3070ti,No Os/ Linux,1tb ssd,1927.14

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

Microsoft,15,intel core i7-1255u,16gb,integrated graphics,No Os/ Linux,512gb ssd,2130.16

Asus,16,amd ryzen 9 6900hs,16gb,rtx 3060,No Os/ Linux,1tb ssd,1475.45

Apple,16,intel core i9,32gb,radeon pro 5500m,MacOs,2tb ssd,1658.99

Dell,16,intel core i7-1365u,32gb,integrated graphics,No Os/ Linux,1tb ssd,2361.06

MSI,15.6,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1825.55

Microsoft,15,intel core i7-1265u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1798.61

Asus,15.6,amd ryzen 7 5800h,32gb,rtx 3060,No Os/ Linux,1tb ssd,2499

Asus,15.6,intel core i7-12700h,16gb,rtx 3070 ti,No Os/ Linux,1tb ssd,2155.8

Apple,14.2,m1 pro,16gb,integrated graphics,MacOs,1tb ssd,2125

Apple,14.2,max,32gb,integrated graphics,MacOs,1tb ssd,3234.85

Gigabyte,16,intel core i7-13700h,16gb,rtx 4060,No Os/ Linux,1tb ssd,2269.69

Gigabyte,15.6,intel core i7-13700h,16gb,rtx 4060,No Os/ Linux,1tb ssd,1474.25

Gigabyte,17.3,intel core i7-10870h,32gb,rtx 3070,No Os/ Linux,512gb ssd,1538.95

HP,16,intel core i7-12700h,16gb,rtx 3060,No Os/ Linux,1tb ssd,4596.58

Lenovo,,intel core i7-11850h,16gb,rtx a2000,No Os/ Linux,512gb ssd,2568.99

Lenovo,14,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,2202.91

Lenovo,13.3,amd ryzen 7 pro 6850h,16gb,integrated graphics,No Os/ Linux,512gb ssd,1826.73

Microsoft,15,intel core i7-1265u,16gb,integrated graphics,No Os/ Linux,256gb ssd,1749.96

Asus,16,intel core i9-13980hx,32gb,rtx a3000,No Os/ Linux,1tb ssd,2805.51

Asus,16,intel core i9-13980hx,32gb,rtx a3000,No Os/ Linux,1tb ssd,2943.56

Apple,16.2,max,64gb,integrated graphics,MacOs,1tb ssd,3962.08

HP,15.6,intel core i7-12800h,16gb,integrated graphics,No Os/ Linux,512gb ssd,1795.53

Lenovo,16,intel core i7-13700h,16gb,rtx 4060,No Os/ Linux,512gb ssd,2163.93

Lenovo,14,intel core i7-1355u,32gb,integrated graphics,No Os/ Linux,1tb ssd,2308.24

Lenovo,14,intel core i7-1280p,16gb,integrated graphics,No Os/ Linux,1tb ssd,2135.63

MSI,17.3,amd ryzen 9 7945hx,32gb,rtx 4070,No Os/ Linux,1tb ssd,2265.65

MSI,15.6,intel core i7-11800h,32gb,rtx 3080,No Os/ Linux,1tb ssd,2006.75

MSI,16,intel core i7-13700h,32gb,rtx 4060,No Os/ Linux,1tb ssd,2312.17

MSI,16,intel core i9-12900hx,16gb,rtx 4080,No Os/ Linux,1tb ssd,2849

Microsoft,13,intel core i7-1255u,16gb,integrated graphics,No Os/ Linux,512gb ssd,2324.08

Microsoft,13,intel core i7-1255u,16gb,integrated graphics,No Os/ Linux,1tb ssd,2578.15

Razer,16,intel core i9-13950hx,32gb,rtx 4070,No Os/ Linux,1tb ssd,3261.5

Samsung,16,intel core i7-1360p,16 gb,integrated graphics,No Os/ Linux,512gb ssd,1923.75

Asus,16,intel core i7-12700h,32gb,rtx 3060,No Os/ Linux,1tb ssd,2379.75

Asus,17.3,amd ryzen9 7945hx,32gb,rtx 4080,No Os/ Linux,1tb ssd,4533.09

Apple,14.2,m1 pro,16gb,integrated graphics,MacOs,1tb ssd,2154.99

Acer,15.6,intel core i7-11800h,32gb,rtx a3000,No Os/ Linux,1tb ssd,2805.37

MSI,16,intel core i7-13700h,32gb,rtx 4060,No Os/ Linux,1tb ssd,2067.29

Microsoft,15,intel core i7-1255u,16gb,integrated graphics,No Os/ Linux,512gb ssd,2093.26

Microsoft,14.4,intel core i7-11370h,16gb,rtx 3050ti,No Os/ Linux,512gb ssd,2389.53

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

Razer,17.3,intel core i7-12800h,16gb,rtx 3070ti,No Os/ Linux,1tb ssd,1859.95

Asus,16,intel core i9-13980hx,32gb,rtx 4090,No Os/ Linux,1tb + 1tb ssd,6142.04

Apple,14,m3 8 n cleos,8gb,gpu 10 n cleos,MacOs,1tb ssd,2119

Dell,16,intel core i9-13900h,32gb,rtx 3500,No Os/ Linux,1tb ssd,5696.81

LG,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1946.67

LG,17,intel core i7-1360p,32gb,rtx 3050,No Os/ Linux,512gb ssd,2211.15

MSI,17.3,amd ryzen 9 7945hx,32gb,rtx 4060,No Os/ Linux,1tb ssd,1910.95

MSI,16,intel core i7-13700h,32gb,rtx 3000,No Os/ Linux,1tb ssd,2199.01

MSI,17,intel core i9-13950hx,32gb,rtx 4060,No Os/ Linux,1tb ssd,2327.45

MSI,15.6,intel core i7-13620h,16gb,rtx 4060,No Os/ Linux,1tb ssd,1719.99

MSI,17.3,intel core i7-13700h,32gb,rtx 4070,No Os/ Linux,1tb ssd,1875.7

MSI,16,intel core i9-12900hx,32gb,rtx 4080,No Os/ Linux,1tb ssd,2048.15

MSI,17.3,intel core i9-13900h,32gb,rtx 4070,No Os/ Linux,1tb ssd,2159.76

Microsoft,13.5,intel core i7-1265u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1725.66

Asus,16,intel core i9-13980hx,32gb,rtx 4060,No Os/ Linux,1tb ssd,1717.8

Asus,17.3,amd ryzen 9 7945hx,32gb,rtx 4080,No Os/ Linux,1tb ssd,4705.49

Asus,14,amd ryzen 9 7940hs,32gb,rtx 4060,No Os/ Linux,1tb ssd,2369

Lenovo,14.5,intel core i9-13905h,64gb,rtx 4070,No Os/ Linux,1tb ssd,3835.3

MSI,17,intel core i7-13700hx,32gb,rtx 4070,No Os/ Linux,1tb ssd,2093.95

MSI,14,intel core i7-13700h,32gb,rtx 4070,No Os/ Linux,1tb ssd,2442.16

MSI,16,intel core i9-13900h,32gb,rtx 4070,No Os/ Linux,2tb ssd,2786.71

Samsung,16,intel core i9-13900h,32gb,rtx 4070,No Os/ Linux,1tb ssd,3698.99

Asus,16,intel core i9-13980hx,32gb,rtx 4070,No Os/ Linux,1tb ssd,1916.8

Asus,16,intel core i9-13980hx,32gb,rtx 4070,No Os/ Linux,1tb ssd,2199.01

Asus,16,intel core i7-13650hx,32gb,rtx 4080,No Os/ Linux,1tb,2599

Asus,16,amd ryzen 9 7945hx,64gb,rtx 4090,No Os/ Linux,2tb ssd,6862.57

Apple,14.2,max,32gb,integrated graphics,MacOs,1tb ssd,3321.96

Apple,14.2,m2 pro 10 n cleos,32gb,integrated graphics,MacOs,1tb ssd,2998.99

Apple,14.2,m2 pro 12 n cleos,16gb,integrated graphics,MacOs,1tb ssd,2854.99

Apple,16.2,m2 pro 12 n cleos,16gb,integrated graphics,MacOs,1tb ssd,3198.99

Asus,18,intel core i9-13980hx,16gb,rtx4070,No Os/ Linux,1tb ssd,3190.55

LG,16,intel core i7-1260p,32gb,integrated graphics,No Os/ Linux,1tb ssd,1819.01

LG,17,intel core i7-1260p,16gb,rtx 3050ti,No Os/ Linux,1tb ssd,1928.99

MSI,16,intel core i7-13700hx,32gb,rtx 4070,No Os/ Linux,1tb ssd,2599

MSI,17,intel core i7-13700hx,32gb,rtx 4080,No Os/ Linux,1tb ssd,2997.17

MSI,14,intel core i7-13700h,16gb,rtx 4060,No Os/ Linux,1tb ssd,1899

MSI,17.3,intel core i9-13980hx,128gb,rtx 4090,No Os/ Linux,2tb ssd,4240.95

Microsoft,14.4,intel core i7-13700h,16gb,integrated graphics,No Os/ Linux,512gb ssd,2108.99

Microsoft,14.4,intel core i7-13700h,16gb,rtx4050,No Os/ Linux,512gb ssd,2599

Microsoft,14.4,intel core i7-11370h,32gb,rtx 3050ti,No Os/ Linux,2tb ssd,3199
